"date","file_link"
2023-03-10,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/246b73fd28ebab168a764380a5cb62cb375c298d/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv"
2023-03-09,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/5f1765e0fe9b11d5866edea9818db6e580b9bc19/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv"
2023-03-08,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/40f11ea9ecc603398f59e86556387070ff5d260c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv"
2023-03-07,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6ecf32069411ac6f91cda3715f8d75e00cc28b44/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv"
2023-03-06,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4477f544a6971f9bc6a2ff8709444b96f6163707/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv"
2023-03-05,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/45d33671f493ffb95f6702d8c0a3c1b650b0ede9/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv"
2023-03-04,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/78da662f63dba167a5bc4db2edcecfc66af97273/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv"
2023-03-03,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/988bc2fee73db8522eb436aee0832e8343ed1c3f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv"
2023-03-02,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/277ec86c5b915c3d4a2698c4929828f6c5135781/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv"
2023-03-01,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ad8b5eb933c6975f2d9c3246fdb5ae1a811e0c49/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv"
2023-02-28,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a1758d1ba3cf8b7d614e8d320f04afa828c3f925/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv"
2023-02-27,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/64e75db1f11c98bffc6baaae8daa53ed2e13ed3f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv"
2023-02-26,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/e47ed90adf11c37b5bdcbfa01d959e3dde82ce42/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_US.csv"
