"date","file_link"
2023-03-10,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/246b73fd28ebab168a764380a5cb62cb375c298d/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2023-03-09,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/5ba0757c7b0d4e34896d0e71394ba7d4047b1544/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2023-03-08,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/40f11ea9ecc603398f59e86556387070ff5d260c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2023-03-07,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6ecf32069411ac6f91cda3715f8d75e00cc28b44/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2023-03-06,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4477f544a6971f9bc6a2ff8709444b96f6163707/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2023-03-05,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7f2e7b6a9baebbdf63cd7cfa4789ea0412175dcf/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2023-03-04,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/43e643db526af1ccb336499075fcafa435176006/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2023-03-03,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a3c37571913ad4a5494642a3d6ff04fb2c85e609/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2023-03-02,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/fb02904789904a57d80e69885e8977c3f91ec64c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2023-03-01,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/93e06d43e68d6397e9fca1b1ffbb9fc71d349a59/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2023-02-28,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/c4c382b7849dfb7457b347a6d2236dda66e21548/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2023-02-27,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7aec3ef008d049d73e09698dc517473c5e1178a0/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2023-02-26,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/5bf523a9979cce7cac973c66fbaae2d64f1f09cf/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2022-11-01,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/e95554109f7b2dd3e3430d808b8f07984091a741/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2022-10-31,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/fa80d2213ed23fbd966fb0d737f538e895b77d9b/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2022-10-30,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/d6ae25cbce8e1024f76b8e14fea3d66df2a2dec5/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2022-10-29,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7ce4511efdceadda3f3c9ce29ba27404dcb8bfba/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2022-10-28,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/63fbba0e305fd430691ad351e913903917f0d7a8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2022-10-27,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/8d7495b7d8262838ec5be9b433aad9f59c000769/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2022-10-26,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/3490b7089d9abb201783e16c76fb31c5f81ea961/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2022-10-25,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/cf4c7fdc5b74848a8e946bd8c7d03344e366eef7/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
2022-10-24,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2c4e248585ef4b30e8e1f980c3ed5c290e974498/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_global.csv"
