"date","file_link"
2023-03-10,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/246b73fd28ebab168a764380a5cb62cb375c298d/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-03-09,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2a915c12c3ec108d85cdaf5515a705e5e25996b5/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-03-08,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/40f11ea9ecc603398f59e86556387070ff5d260c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-03-07,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6ecf32069411ac6f91cda3715f8d75e00cc28b44/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-03-06,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4477f544a6971f9bc6a2ff8709444b96f6163707/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-03-05,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/45d33671f493ffb95f6702d8c0a3c1b650b0ede9/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-03-04,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/78da662f63dba167a5bc4db2edcecfc66af97273/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-03-03,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a3c37571913ad4a5494642a3d6ff04fb2c85e609/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-03-02,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/fb02904789904a57d80e69885e8977c3f91ec64c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-03-01,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ad8b5eb933c6975f2d9c3246fdb5ae1a811e0c49/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-28,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a1758d1ba3cf8b7d614e8d320f04afa828c3f925/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-27,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/64e75db1f11c98bffc6baaae8daa53ed2e13ed3f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-26,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/e47ed90adf11c37b5bdcbfa01d959e3dde82ce42/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-25,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/9e04ab4c5e0795a61c5e6051c1445da181de32bb/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-24,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/87b6692bd42803a93fae183ed704bce494588759/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-23,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/c05f7eaa733c131dbab9e3a6cf5dc93d8fead76a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-22,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b386fef96810674b9c718227129ed9865dc86400/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-21,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/1d87fe3d2b85399e3e0dd7e5c7a640e8f16f1b7e/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-20,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ed8a6bd9f9198187434bb9dee043b60d4c822d67/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-19,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/381e4400ef04ee18b555fde37aae497b03e8657b/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-18,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a19828b6776ba02cd4f8bb0c7f87282981396767/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-17,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/76c8e9a5858d5c7f5773cafe3fac5b4c547a4796/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-16,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/78dbead5d1e29cfdaab562b9d8ae8693a37fe517/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-15,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/561471f420ebe91b90d570a5ec144310863afb95/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-14,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/2d8c0f7e9d4dffc23b06f9f822cfac4d4a78b310/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-13,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/48ec274552fc5cdf12b3674eb3f842b23d66055f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-12,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/d73092f9c7de3fab459d0f5970828ddb3f7a5092/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-11,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/aba9ca43bd8a6c84898eea563ef1511426bbd921/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-10,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/26236637e9d6893a5a97180f9561e27d38e4f0e3/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-09,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/1c508ec94eabe7b544bc36b0239f5693f0b1ffb1/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-08,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/331d516e402d96f295fabb716fa863137ecf719e/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-07,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/3a6853c4dfb0a5c850e47cb7389140f3e3c16b31/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-06,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6ef3484f6e0e9218488e22f3f4df3fb4898eab1a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-05,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/f2f45a24509ec2520838417bd2aaaf2b5cfe853a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-04,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/e86f45d471a46604b7da480b2377d897fc3221a4/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-03,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6e38b33788b32268ffece0f0c7cc2c5e97ed3252/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-02,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/cb25cf662ba53f85d43f3c8e3561e9d395f29fa3/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-02-01,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/90b19ff53002539f9872f6f2036361fc5fba22c4/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-31,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6874141f03003851dc839ac5417c13a778d47942/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-30,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/387b27e0b3d21487ff3a049af9597da1a487e7e1/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-29,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/be135e1dbb3443daa32f31a471154704cae38f94/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-28,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7f8c4eabaee6a710ba86ed95689c937d6dd8cb66/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-27,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/ebdc382ff36b4953dfdd9a06aea35376fe6a839a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-26,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/3d459f48983c0dd4d290126951ecc6fc47ece6b9/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-25,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/67dcee56cbb22d92e0917fcce0f50a43cbf34d89/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-24,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/59bb66222421e8b7043e0005461496b5cb5d2d72/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-23,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/51095f8e33ea99e4f2b3ff46062867c0839c8477/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-22,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/712651c65cf50a26aa8bf151cbc8d73331890de8/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-21,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4372a6c8302a4b5e6fb46f51957367fed52bb923/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-20,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/580f733b62c9660b1e1371e4d872907727ddf612/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-19,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/36da7aabf0505060242a2263e635d3a72c76a237/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-18,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b1f6943f1e86ba5f29329556bff2473ce7288dea/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-17,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4e231445371511bc77a6a7dfded0bd3257eb0ce9/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
2023-01-16,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/f308e9c2b00e8bd33a2f027f016c1631c2994d3f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_deaths_US.csv"
