state,date,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed
WY,2020-09-02,9,0
AK,2020-09-01,7,0
AL,2020-09-01,146,0
AR,2020-09-01,53,0
AZ,2020-09-01,67,6
CA,2020-09-01,458,6
CO,2020-09-01,25,2
CT,2020-09-01,11,0
DC,2020-09-01,17,2
DE,2020-09-01,7,1
FL,2020-09-01,398,8
GA,2020-09-01,234,13
HI,2020-09-01,51,0
IA,2020-09-01,63,1
ID,2020-09-01,11,0
IL,2020-09-01,126,4
IN,2020-09-01,52,1
KS,2020-09-01,38,1
KY,2020-09-01,343,0
LA,2020-09-01,81,0
MA,2020-09-01,20,0
MD,2020-09-01,36,1
ME,2020-09-01,3,0
MI,2020-09-01,59,0
MN,2020-09-01,38,0
MO,2020-09-01,89,2
MS,2020-09-01,101,0
MT,2020-09-01,29,0
NC,2020-09-01,67,5
ND,2020-09-01,8,0
NE,2020-09-01,12,0
NH,2020-09-01,31,0
NJ,2020-09-01,36,1
NM,2020-09-01,4,0
NV,2020-09-01,57,1
NY,2020-09-01,87,3
OH,2020-09-01,109,4
OK,2020-09-01,71,4
OR,2020-09-01,13,0
PA,2020-09-01,70,2
PR,2020-09-01,20,0
RI,2020-09-01,5,0
SC,2020-09-01,78,2
SD,2020-09-01,18,0
TN,2020-09-01,114,1
TX,2020-09-01,452,11
UT,2020-09-01,22,2
VA,2020-09-01,79,2
VI,2020-09-01,2,0
VT,2020-09-01,1,0
WA,2020-09-01,18,0
WI,2020-09-01,59,0
WV,2020-09-01,9,0
WY,2020-09-01,5,0
AK,2020-08-31,6,0
AL,2020-08-31,110,0
AR,2020-08-31,52,0
AZ,2020-08-31,63,6
CA,2020-08-31,367,3
CO,2020-08-31,12,0
CT,2020-08-31,13,0
DC,2020-08-31,11,0
DE,2020-08-31,5,1
FL,2020-08-31,339,3
GA,2020-08-31,199,13
HI,2020-08-31,34,0
IA,2020-08-31,51,1
ID,2020-08-31,16,0
IL,2020-08-31,109,6
IN,2020-08-31,59,2
KS,2020-08-31,43,0
KY,2020-08-31,128,2
LA,2020-08-31,82,0
MA,2020-08-31,15,1
MD,2020-08-31,39,0
ME,2020-08-31,0,0
MI,2020-08-31,58,0
MN,2020-08-31,25,2
MO,2020-08-31,74,3
MS,2020-08-31,81,0
MT,2020-08-31,25,0
NC,2020-08-31,634,4
ND,2020-08-31,11,0
NE,2020-08-31,16,0
NH,2020-08-31,29,0
NJ,2020-08-31,34,2
NM,2020-08-31,10,0
NV,2020-08-31,38,1
NY,2020-08-31,62,0
OH,2020-08-31,80,4
OK,2020-08-31,72,0
OR,2020-08-31,11,0
PA,2020-08-31,56,0
PR,2020-08-31,12,1
RI,2020-08-31,2,0
SC,2020-08-31,65,1
SD,2020-08-31,15,0
TN,2020-08-31,85,1
TX,2020-08-31,398,13
UT,2020-08-31,18,3
VA,2020-08-31,43,2
VI,2020-08-31,1,0
VT,2020-08-31,1,0
WA,2020-08-31,18,0
WI,2020-08-31,60,0
WV,2020-08-31,11,0
WY,2020-08-31,5,0
AK,2020-08-30,4,0
AL,2020-08-30,111,0
AR,2020-08-30,37,1
AZ,2020-08-30,75,1
CA,2020-08-30,405,7
CO,2020-08-30,19,2
CT,2020-08-30,14,0
DC,2020-08-30,11,0
DE,2020-08-30,13,0
FL,2020-08-30,332,9
GA,2020-08-30,219,13
HI,2020-08-30,60,0
IA,2020-08-30,35,0
ID,2020-08-30,10,0
IL,2020-08-30,117,4
IN,2020-08-30,100,2
KS,2020-08-30,29,0
KY,2020-08-30,110,0
LA,2020-08-30,85,1
MA,2020-08-30,12,0
MD,2020-08-30,40,0
ME,2020-08-30,2,0
MI,2020-08-30,55,0
MN,2020-08-30,27,1
MO,2020-08-30,83,2
MS,2020-08-30,75,4
MT,2020-08-30,20,0
NC,2020-08-30,487,2
ND,2020-08-30,5,0
NE,2020-08-30,17,0
NH,2020-08-30,28,0
NJ,2020-08-30,38,2
NM,2020-08-30,12,0
NV,2020-08-30,63,0
NY,2020-08-30,56,0
OH,2020-08-30,71,2
OK,2020-08-30,75,1
OR,2020-08-30,2,1
PA,2020-08-30,68,0
PR,2020-08-30,22,0
RI,2020-08-30,4,0
SC,2020-08-30,73,1
SD,2020-08-30,22,0
TN,2020-08-30,122,3
TX,2020-08-30,424,12
UT,2020-08-30,12,6
VA,2020-08-30,34,1
VI,2020-08-30,0,0
VT,2020-08-30,2,0
WA,2020-08-30,16,0
WI,2020-08-30,56,0
WV,2020-08-30,13,0
WY,2020-08-30,4,0
AK,2020-08-29,1,0
AL,2020-08-29,110,3
AR,2020-08-29,52,3
AZ,2020-08-29,67,1
CA,2020-08-29,433,3
CO,2020-08-29,18,1
CT,2020-08-29,9,0
DC,2020-08-29,7,0
DE,2020-08-29,10,0
FL,2020-08-29,422,14
GA,2020-08-29,218,13
HI,2020-08-29,86,0
IA,2020-08-29,53,2
ID,2020-08-29,17,0
IL,2020-08-29,116,2
IN,2020-08-29,105,7
KS,2020-08-29,50,1
KY,2020-08-29,269,0
LA,2020-08-29,105,0
MA,2020-08-29,23,0
MD,2020-08-29,45,0
ME,2020-08-29,2,0
MI,2020-08-29,58,0
MN,2020-08-29,43,2
MO,2020-08-29,115,3
MS,2020-08-29,113,2
MT,2020-08-29,17,0
NC,2020-08-29,461,3
ND,2020-08-29,9,0
NE,2020-08-29,10,0
NH,2020-08-29,29,0
NJ,2020-08-29,39,2
NM,2020-08-29,13,0
NV,2020-08-29,69,0
NY,2020-08-29,66,0
OH,2020-08-29,87,2
OK,2020-08-29,161,1
OR,2020-08-29,6,1
PA,2020-08-29,69,2
PR,2020-08-29,30,0
RI,2020-08-29,5,0
SC,2020-08-29,91,2
SD,2020-08-29,17,0
TN,2020-08-29,99,1
TX,2020-08-29,491,13
UT,2020-08-29,23,3
VA,2020-08-29,56,5
VI,2020-08-29,0,0
VT,2020-08-29,1,0
WA,2020-08-29,25,0
WI,2020-08-29,59,0
WV,2020-08-29,18,0
WY,2020-08-29,5,0
AK,2020-08-28,7,0
AL,2020-08-28,111,4
AR,2020-08-28,60,3
AZ,2020-08-28,98,1
CA,2020-08-28,416,8
CO,2020-08-28,13,3
CT,2020-08-28,11,0
DC,2020-08-28,13,3
DE,2020-08-28,10,1
FL,2020-08-28,384,5
GA,2020-08-28,228,13
HI,2020-08-28,41,0
IA,2020-08-28,48,1
ID,2020-08-28,15,0
IL,2020-08-28,128,1
IN,2020-08-28,71,2
KS,2020-08-28,27,0
KY,2020-08-28,324,1
LA,2020-08-28,83,0
MA,2020-08-28,17,0
MD,2020-08-28,55,0
ME,2020-08-28,2,0
MI,2020-08-28,48,1
MN,2020-08-28,46,3
MO,2020-08-28,84,1
MS,2020-08-28,84,1
MT,2020-08-28,21,0
NC,2020-08-28,651,2
ND,2020-08-28,6,0
NE,2020-08-28,12,0
NH,2020-08-28,28,0
NJ,2020-08-28,31,2
NM,2020-08-28,11,0
NV,2020-08-28,43,9
NY,2020-08-28,80,1
OH,2020-08-28,107,3
OK,2020-08-28,86,0
OR,2020-08-28,9,1
PA,2020-08-28,72,2
PR,2020-08-28,20,1
RI,2020-08-28,0,0
SC,2020-08-28,93,3
SD,2020-08-28,25,0
TN,2020-08-28,119,2
TX,2020-08-28,493,13
UT,2020-08-28,20,2
VA,2020-08-28,59,7
VI,2020-08-28,0,0
VT,2020-08-28,1,0
WA,2020-08-28,26,0
WI,2020-08-28,72,1
WV,2020-08-28,22,0
WY,2020-08-28,5,0
AK,2020-08-27,5,0
AL,2020-08-27,133,0
AR,2020-08-27,56,3
AZ,2020-08-27,87,1
CA,2020-08-27,402,6
CO,2020-08-27,25,2
CT,2020-08-27,6,0
DC,2020-08-27,14,0
DE,2020-08-27,5,1
FL,2020-08-27,415,13
GA,2020-08-27,260,17
HI,2020-08-27,55,0
IA,2020-08-27,40,2
ID,2020-08-27,14,1
IL,2020-08-27,126,1
IN,2020-08-27,77,2
KS,2020-08-27,30,0
KY,2020-08-27,302,0
LA,2020-08-27,81,0
MA,2020-08-27,17,0
MD,2020-08-27,41,2
ME,2020-08-27,2,0
MI,2020-08-27,58,1
MN,2020-08-27,45,1
MO,2020-08-27,93,4
MS,2020-08-27,78,0
MT,2020-08-27,18,0
NC,2020-08-27,119,1
ND,2020-08-27,19,0
NE,2020-08-27,15,0
NH,2020-08-27,28,0
NJ,2020-08-27,31,2
NM,2020-08-27,13,0
NV,2020-08-27,45,0
NY,2020-08-27,81,3
OH,2020-08-27,96,3
OK,2020-08-27,95,4
OR,2020-08-27,12,0
PA,2020-08-27,78,0
PR,2020-08-27,25,2
RI,2020-08-27,1,0
SC,2020-08-27,88,1
SD,2020-08-27,22,0
TN,2020-08-27,111,2
TX,2020-08-27,502,14
UT,2020-08-27,22,3
VA,2020-08-27,62,7
VI,2020-08-27,0,0
VT,2020-08-27,2,0
WA,2020-08-27,25,0
WI,2020-08-27,52,0
WV,2020-08-27,19,1
WY,2020-08-27,5,0
AK,2020-08-26,5,0
AL,2020-08-26,136,0
AR,2020-08-26,55,1
AZ,2020-08-26,81,2
CA,2020-08-26,490,8
CO,2020-08-26,14,3
CT,2020-08-26,12,0
DC,2020-08-26,9,0
DE,2020-08-26,9,1
FL,2020-08-26,457,9
GA,2020-08-26,217,14
HI,2020-08-26,58,0
IA,2020-08-26,41,0
ID,2020-08-26,22,0
IL,2020-08-26,134,3
IN,2020-08-26,75,1
KS,2020-08-26,34,1
KY,2020-08-26,380,1
LA,2020-08-26,136,0
MA,2020-08-26,20,2
MD,2020-08-26,63,0
ME,2020-08-26,0,0
MI,2020-08-26,59,1
MN,2020-08-26,36,0
MO,2020-08-26,98,4
MS,2020-08-26,93,0
MT,2020-08-26,20,0
NC,2020-08-26,125,1
ND,2020-08-26,5,0
NE,2020-08-26,11,0
NH,2020-08-26,30,0
NJ,2020-08-26,37,0
NM,2020-08-26,16,4
NV,2020-08-26,40,1
NY,2020-08-26,79,1
OH,2020-08-26,94,0
OK,2020-08-26,90,1
OR,2020-08-26,9,0
PA,2020-08-26,83,0
PR,2020-08-26,28,0
RI,2020-08-26,3,0
SC,2020-08-26,89,2
SD,2020-08-26,18,0
TN,2020-08-26,127,1
TX,2020-08-26,499,14
UT,2020-08-26,25,4
VA,2020-08-26,46,6
VI,2020-08-26,3,0
VT,2020-08-26,1,0
WA,2020-08-26,19,1
WI,2020-08-26,69,0
WV,2020-08-26,14,0
WY,2020-08-26,2,0
AK,2020-08-25,3,0
AL,2020-08-25,118,3
AR,2020-08-25,59,0
AZ,2020-08-25,82,1
CA,2020-08-25,450,5
CO,2020-08-25,20,0
CT,2020-08-25,9,0
DC,2020-08-25,12,1
DE,2020-08-25,9,1
FL,2020-08-25,466,5
GA,2020-08-25,212,11
HI,2020-08-25,76,0
IA,2020-08-25,49,0
ID,2020-08-25,13,0
IL,2020-08-25,124,2
IN,2020-08-25,88,4
KS,2020-08-25,44,0
KY,2020-08-25,287,0
LA,2020-08-25,127,0
MA,2020-08-25,21,0
MD,2020-08-25,52,0
ME,2020-08-25,2,0
MI,2020-08-25,63,1
MN,2020-08-25,34,0
MO,2020-08-25,116,1
MS,2020-08-25,92,2
MT,2020-08-25,26,0
NC,2020-08-25,111,0
ND,2020-08-25,10,0
NE,2020-08-25,17,0
NH,2020-08-25,93,0
NJ,2020-08-25,29,5
NM,2020-08-25,11,0
NV,2020-08-25,47,0
NY,2020-08-25,78,0
OH,2020-08-25,95,2
OK,2020-08-25,74,0
OR,2020-08-25,13,0
PA,2020-08-25,82,0
PR,2020-08-25,20,0
RI,2020-08-25,5,0
SC,2020-08-25,87,2
SD,2020-08-25,21,0
TN,2020-08-25,108,4
TX,2020-08-25,493,11
UT,2020-08-25,13,2
VA,2020-08-25,72,3
VI,2020-08-25,3,0
VT,2020-08-25,1,0
WA,2020-08-25,28,0
WI,2020-08-25,77,3
WV,2020-08-25,19,1
WY,2020-08-25,4,0
AK,2020-08-24,3,0
AL,2020-08-24,121,2
AR,2020-08-24,46,0
AZ,2020-08-24,85,1
CA,2020-08-24,436,9
CO,2020-08-24,25,2
CT,2020-08-24,7,0
DC,2020-08-24,10,0
DE,2020-08-24,6,1
FL,2020-08-24,412,11
GA,2020-08-24,190,17
HI,2020-08-24,44,0
IA,2020-08-24,43,0
ID,2020-08-24,12,0
IL,2020-08-24,100,2
IN,2020-08-24,84,0
KS,2020-08-24,36,0
KY,2020-08-24,151,0
LA,2020-08-24,96,0
MA,2020-08-24,16,0
MD,2020-08-24,48,1
ME,2020-08-24,3,0
MI,2020-08-24,40,2
MN,2020-08-24,30,0
MO,2020-08-24,87,3
MS,2020-08-24,82,0
MT,2020-08-24,17,0
NC,2020-08-24,84,1
ND,2020-08-24,12,0
NE,2020-08-24,12,0
NH,2020-08-24,28,0
NJ,2020-08-24,35,0
NM,2020-08-24,85,0
NV,2020-08-24,50,0
NY,2020-08-24,62,0
OH,2020-08-24,84,3
OK,2020-08-24,78,6
OR,2020-08-24,22,0
PA,2020-08-24,85,0
PR,2020-08-24,17,5
RI,2020-08-24,3,2
SC,2020-08-24,81,2
SD,2020-08-24,16,0
TN,2020-08-24,93,4
TX,2020-08-24,413,12
UT,2020-08-24,15,2
VA,2020-08-24,54,3
VI,2020-08-24,1,0
VT,2020-08-24,1,0
WA,2020-08-24,13,0
WI,2020-08-24,59,0
WV,2020-08-24,9,0
WY,2020-08-24,8,0
AK,2020-08-23,7,0
AL,2020-08-23,97,1
AR,2020-08-23,43,2
AZ,2020-08-23,83,1
CA,2020-08-23,469,13
CO,2020-08-23,25,1
CT,2020-08-23,8,0
DC,2020-08-23,4,0
DE,2020-08-23,4,0
FL,2020-08-23,405,4
GA,2020-08-23,198,13
HI,2020-08-23,49,2
IA,2020-08-23,59,1
ID,2020-08-23,13,0
IL,2020-08-23,89,1
IN,2020-08-23,41,0
KS,2020-08-23,35,0
KY,2020-08-23,113,0
LA,2020-08-23,78,0
MA,2020-08-23,12,0
MD,2020-08-23,46,1
ME,2020-08-23,2,0
MI,2020-08-23,49,1
MN,2020-08-23,31,1
MO,2020-08-23,80,0
MS,2020-08-23,76,0
MT,2020-08-23,14,0
NC,2020-08-23,116,0
ND,2020-08-23,6,0
NE,2020-08-23,9,0
NH,2020-08-23,30,0
NJ,2020-08-23,21,0
NM,2020-08-23,89,0
NV,2020-08-23,49,0
NY,2020-08-23,72,1
OH,2020-08-23,89,0
OK,2020-08-23,74,6
OR,2020-08-23,21,1
PA,2020-08-23,86,0
PR,2020-08-23,9,0
RI,2020-08-23,7,0
SC,2020-08-23,83,1
SD,2020-08-23,11,0
TN,2020-08-23,82,0
TX,2020-08-23,475,11
UT,2020-08-23,5,2
VA,2020-08-23,38,2
VI,2020-08-23,1,0
VT,2020-08-23,2,0
WA,2020-08-23,12,0
WI,2020-08-23,78,1
WV,2020-08-23,11,0
WY,2020-08-23,8,0
AK,2020-08-22,5,0
AL,2020-08-22,118,1
AR,2020-08-22,63,0
AZ,2020-08-22,102,2
CA,2020-08-22,482,13
CO,2020-08-22,23,0
CT,2020-08-22,13,0
DC,2020-08-22,12,2
DE,2020-08-22,14,0
FL,2020-08-22,502,3
GA,2020-08-22,223,8
HI,2020-08-22,50,0
IA,2020-08-22,54,1
ID,2020-08-22,17,1
IL,2020-08-22,109,4
IN,2020-08-22,69,1
KS,2020-08-22,32,0
KY,2020-08-22,109,1
LA,2020-08-22,119,0
MA,2020-08-22,12,1
MD,2020-08-22,53,1
ME,2020-08-22,2,0
MI,2020-08-22,51,1
MN,2020-08-22,35,1
MO,2020-08-22,114,2
MS,2020-08-22,79,0
MT,2020-08-22,14,0
NC,2020-08-22,117,2
ND,2020-08-22,12,0
NE,2020-08-22,12,0
NH,2020-08-22,29,0
NJ,2020-08-22,30,2
NM,2020-08-22,15,0
NV,2020-08-22,65,0
NY,2020-08-22,455,0
OH,2020-08-22,81,3
OK,2020-08-22,100,6
OR,2020-08-22,29,1
PA,2020-08-22,90,0
PR,2020-08-22,20,0
RI,2020-08-22,5,0
SC,2020-08-22,90,3
SD,2020-08-22,13,0
TN,2020-08-22,95,0
TX,2020-08-22,496,12
UT,2020-08-22,7,2
VA,2020-08-22,76,3
VI,2020-08-22,0,0
VT,2020-08-22,2,0
WA,2020-08-22,17,1
WI,2020-08-22,67,2
WV,2020-08-22,11,1
WY,2020-08-22,5,0
AK,2020-08-21,4,0
AL,2020-08-21,118,0
AR,2020-08-21,66,1
AZ,2020-08-21,108,2
CA,2020-08-21,458,10
CO,2020-08-21,30,0
CT,2020-08-21,13,0
DC,2020-08-21,16,1
DE,2020-08-21,4,0
FL,2020-08-21,492,13
GA,2020-08-21,238,7
HI,2020-08-21,46,0
IA,2020-08-21,34,0
ID,2020-08-21,17,0
IL,2020-08-21,110,2
IN,2020-08-21,71,1
KS,2020-08-21,30,0
KY,2020-08-21,144,0
LA,2020-08-21,115,0
MA,2020-08-21,13,1
MD,2020-08-21,47,0
ME,2020-08-21,2,0
MI,2020-08-21,62,1
MN,2020-08-21,36,0
MO,2020-08-21,110,1
MS,2020-08-21,77,0
MT,2020-08-21,16,0
NC,2020-08-21,115,5
ND,2020-08-21,9,0
NE,2020-08-21,16,0
NH,2020-08-21,29,0
NJ,2020-08-21,25,0
NM,2020-08-21,12,0
NV,2020-08-21,63,1
NY,2020-08-21,67,2
OH,2020-08-21,103,3
OK,2020-08-21,93,5
OR,2020-08-21,28,0
PA,2020-08-21,73,1
PR,2020-08-21,21,2
RI,2020-08-21,8,0
SC,2020-08-21,77,1
SD,2020-08-21,22,0
TN,2020-08-21,110,1
TX,2020-08-21,479,21
UT,2020-08-21,18,3
VA,2020-08-21,71,3
VI,2020-08-21,2,0
VT,2020-08-21,0,0
WA,2020-08-21,20,1
WI,2020-08-21,67,0
WV,2020-08-21,11,0
WY,2020-08-21,7,0
AK,2020-08-20,3,0
AL,2020-08-20,99,1
AR,2020-08-20,71,0
AZ,2020-08-20,116,1
CA,2020-08-20,499,9
CO,2020-08-20,27,0
CT,2020-08-20,14,0
DC,2020-08-20,15,2
DE,2020-08-20,5,0
FL,2020-08-20,479,5
GA,2020-08-20,265,6
HI,2020-08-20,28,0
IA,2020-08-20,53,2
ID,2020-08-20,27,2
IL,2020-08-20,108,3
IN,2020-08-20,64,1
KS,2020-08-20,26,0
KY,2020-08-20,286,2
LA,2020-08-20,121,0
MA,2020-08-20,13,0
MD,2020-08-20,55,1
ME,2020-08-20,2,0
MI,2020-08-20,42,1
MN,2020-08-20,26,2
MO,2020-08-20,103,0
MS,2020-08-20,94,1
MT,2020-08-20,17,0
NC,2020-08-20,108,2
ND,2020-08-20,11,0
NE,2020-08-20,9,1
NH,2020-08-20,32,0
NJ,2020-08-20,23,0
NM,2020-08-20,11,0
NV,2020-08-20,59,0
NY,2020-08-20,73,1
OH,2020-08-20,99,2
OK,2020-08-20,96,6
OR,2020-08-20,12,1
PA,2020-08-20,61,4
PR,2020-08-20,20,1
RI,2020-08-20,2,1
SC,2020-08-20,97,2
SD,2020-08-20,10,0
TN,2020-08-20,136,2
TX,2020-08-20,589,19
UT,2020-08-20,11,3
VA,2020-08-20,53,3
VI,2020-08-20,0,0
VT,2020-08-20,0,0
WA,2020-08-20,26,0
WI,2020-08-20,75,0
WV,2020-08-20,14,1
WY,2020-08-20,7,1
AK,2020-08-19,3,0
AL,2020-08-19,107,1
AR,2020-08-19,83,0
AZ,2020-08-19,86,0
CA,2020-08-19,457,10
CO,2020-08-19,24,2
CT,2020-08-19,10,0
DC,2020-08-19,9,2
DE,2020-08-19,10,0
FL,2020-08-19,520,11
GA,2020-08-19,292,8
HI,2020-08-19,24,0
IA,2020-08-19,42,2
ID,2020-08-19,19,0
IL,2020-08-19,120,3
IN,2020-08-19,64,4
KS,2020-08-19,25,0
KY,2020-08-19,122,0
LA,2020-08-19,132,0
MA,2020-08-19,15,1
MD,2020-08-19,60,0
ME,2020-08-19,1,0
MI,2020-08-19,56,3
MN,2020-08-19,29,0
MO,2020-08-19,105,0
MS,2020-08-19,82,0
MT,2020-08-19,20,0
NC,2020-08-19,111,6
ND,2020-08-19,9,0
NE,2020-08-19,7,0
NH,2020-08-19,29,0
NJ,2020-08-19,21,0
NM,2020-08-19,4,0
NV,2020-08-19,65,1
NY,2020-08-19,68,4
OH,2020-08-19,86,3
OK,2020-08-19,89,4
OR,2020-08-19,12,1
PA,2020-08-19,59,3
PR,2020-08-19,22,1
RI,2020-08-19,10,0
SC,2020-08-19,96,1
SD,2020-08-19,14,0
TN,2020-08-19,110,3
TX,2020-08-19,636,14
UT,2020-08-19,19,2
VA,2020-08-19,53,2
VI,2020-08-19,0,0
VT,2020-08-19,1,0
WA,2020-08-19,23,0
WI,2020-08-19,66,1
WV,2020-08-19,27,1
WY,2020-08-19,6,1
AK,2020-08-18,5,0
AL,2020-08-18,117,3
AR,2020-08-18,63,0
AZ,2020-08-18,111,1
CA,2020-08-18,527,11
CO,2020-08-18,20,0
CT,2020-08-18,15,0
DC,2020-08-18,14,1
DE,2020-08-18,3,0
FL,2020-08-18,518,14
GA,2020-08-18,310,11
HI,2020-08-18,23,0
IA,2020-08-18,44,1
ID,2020-08-18,25,0
IL,2020-08-18,122,0
IN,2020-08-18,72,1
KS,2020-08-18,33,0
KY,2020-08-18,379,0
LA,2020-08-18,157,0
MA,2020-08-18,20,0
MD,2020-08-18,69,0
ME,2020-08-18,1,1
MI,2020-08-18,63,1
MN,2020-08-18,31,2
MO,2020-08-18,79,0
MS,2020-08-18,109,0
MT,2020-08-18,17,1
NC,2020-08-18,120,6
ND,2020-08-18,6,0
NE,2020-08-18,9,0
NH,2020-08-18,30,0
NJ,2020-08-18,31,0
NM,2020-08-18,62,0
NV,2020-08-18,53,2
NY,2020-08-18,87,2
OH,2020-08-18,98,1
OK,2020-08-18,80,5
OR,2020-08-18,11,2
PA,2020-08-18,57,0
PR,2020-08-18,29,2
RI,2020-08-18,6,0
SC,2020-08-18,103,2
SD,2020-08-18,14,0
TN,2020-08-18,131,2
TX,2020-08-18,543,21
UT,2020-08-18,13,3
VA,2020-08-18,61,2
VI,2020-08-18,12,0
VT,2020-08-18,1,0
WA,2020-08-18,25,0
WI,2020-08-18,89,0
WV,2020-08-18,10,0
WY,2020-08-18,5,0
AK,2020-08-17,8,2
AL,2020-08-17,86,2
AR,2020-08-17,72,0
AZ,2020-08-17,77,0
CA,2020-08-17,522,7
CO,2020-08-17,20,0
CT,2020-08-17,12,0
DC,2020-08-17,6,1
DE,2020-08-17,7,0
FL,2020-08-17,478,11
GA,2020-08-17,867,11
HI,2020-08-17,29,0
IA,2020-08-17,35,0
ID,2020-08-17,25,2
IL,2020-08-17,100,0
IN,2020-08-17,63,3
KS,2020-08-17,40,0
KY,2020-08-17,135,0
LA,2020-08-17,154,0
MA,2020-08-17,21,1
MD,2020-08-17,57,0
ME,2020-08-17,2,0
MI,2020-08-17,58,0
MN,2020-08-17,36,0
MO,2020-08-17,57,0
MS,2020-08-17,81,2
MT,2020-08-17,14,1
NC,2020-08-17,80,1
ND,2020-08-17,6,0
NE,2020-08-17,11,0
NH,2020-08-17,28,0
NJ,2020-08-17,26,0
NM,2020-08-17,10,0
NV,2020-08-17,59,1
NY,2020-08-17,55,0
OH,2020-08-17,90,3
OK,2020-08-17,78,2
OR,2020-08-17,17,0
PA,2020-08-17,63,1
PR,2020-08-17,13,3
RI,2020-08-17,3,1
SC,2020-08-17,74,2
SD,2020-08-17,18,0
TN,2020-08-17,96,0
TX,2020-08-17,510,14
UT,2020-08-17,12,3
VA,2020-08-17,52,2
VI,2020-08-17,1,0
VT,2020-08-17,1,0
WA,2020-08-17,28,0
WI,2020-08-17,65,0
WV,2020-08-17,9,0
WY,2020-08-17,5,0
AK,2020-08-16,1,0
AL,2020-08-16,96,2
AR,2020-08-16,62,1
AZ,2020-08-16,98,1
CA,2020-08-16,507,5
CO,2020-08-16,31,2
CT,2020-08-16,5,0
DC,2020-08-16,8,2
DE,2020-08-16,5,0
FL,2020-08-16,455,5
GA,2020-08-16,303,13
HI,2020-08-16,14,0
IA,2020-08-16,35,1
ID,2020-08-16,14,0
IL,2020-08-16,107,4
IN,2020-08-16,171,1
KS,2020-08-16,36,0
KY,2020-08-16,157,0
LA,2020-08-16,115,0
MA,2020-08-16,16,0
MD,2020-08-16,50,0
ME,2020-08-16,2,0
MI,2020-08-16,66,3
MN,2020-08-16,36,3
MO,2020-08-16,93,0
MS,2020-08-16,116,1
MT,2020-08-16,20,0
NC,2020-08-16,82,1
ND,2020-08-16,5,0
NE,2020-08-16,9,2
NH,2020-08-16,3,1
NJ,2020-08-16,27,0
NM,2020-08-16,7,0
NV,2020-08-16,57,1
NY,2020-08-16,63,0
OH,2020-08-16,86,2
OK,2020-08-16,54,0
OR,2020-08-16,23,0
PA,2020-08-16,42,1
PR,2020-08-16,18,4
RI,2020-08-16,4,0
SC,2020-08-16,92,0
SD,2020-08-16,10,0
TN,2020-08-16,102,0
TX,2020-08-16,548,21
UT,2020-08-16,6,2
VA,2020-08-16,78,2
VI,2020-08-16,2,0
VT,2020-08-16,2,0
WA,2020-08-16,39,0
WI,2020-08-16,70,0
WV,2020-08-16,9,0
WY,2020-08-16,3,0
AK,2020-08-15,4,0
AL,2020-08-15,98,1
AR,2020-08-15,50,1
AZ,2020-08-15,159,0
CA,2020-08-15,624,11
CO,2020-08-15,29,2
CT,2020-08-15,7,0
DC,2020-08-15,11,0
DE,2020-08-15,9,0
FL,2020-08-15,576,13
GA,2020-08-15,312,13
HI,2020-08-15,19,1
IA,2020-08-15,50,0
ID,2020-08-15,18,0
IL,2020-08-15,121,0
IN,2020-08-15,93,4
KS,2020-08-15,38,0
KY,2020-08-15,184,0
LA,2020-08-15,134,0
MA,2020-08-15,26,1
MD,2020-08-15,64,0
ME,2020-08-15,2,0
MI,2020-08-15,66,2
MN,2020-08-15,45,1
MO,2020-08-15,93,1
MS,2020-08-15,124,0
MT,2020-08-15,17,0
NC,2020-08-15,65,0
ND,2020-08-15,8,0
NE,2020-08-15,11,2
NH,2020-08-15,0,1
NJ,2020-08-15,27,0
NM,2020-08-15,15,0
NV,2020-08-15,57,0
NY,2020-08-15,73,2
OH,2020-08-15,105,1
OK,2020-08-15,71,1
OR,2020-08-15,14,0
PA,2020-08-15,52,0
PR,2020-08-15,25,0
RI,2020-08-15,10,0
SC,2020-08-15,91,0
SD,2020-08-15,13,1
TN,2020-08-15,119,1
TX,2020-08-15,663,10
UT,2020-08-15,20,3
VA,2020-08-15,91,3
VI,2020-08-15,1,0
VT,2020-08-15,1,0
WA,2020-08-15,44,0
WI,2020-08-15,69,1
WV,2020-08-15,11,1
WY,2020-08-15,7,0
AK,2020-08-14,5,0
AL,2020-08-14,102,6
AR,2020-08-14,96,2
AZ,2020-08-14,114,0
CA,2020-08-14,629,16
CO,2020-08-14,35,3
CT,2020-08-14,5,0
DC,2020-08-14,12,3
DE,2020-08-14,5,0
FL,2020-08-14,594,13
GA,2020-08-14,285,12
HI,2020-08-14,13,0
IA,2020-08-14,37,0
ID,2020-08-14,19,1
IL,2020-08-14,123,1
IN,2020-08-14,66,9
KS,2020-08-14,30,2
KY,2020-08-14,262,0
LA,2020-08-14,134,0
MA,2020-08-14,21,2
MD,2020-08-14,58,1
ME,2020-08-14,1,0
MI,2020-08-14,57,2
MN,2020-08-14,35,1
MO,2020-08-14,68,1
MS,2020-08-14,179,0
MT,2020-08-14,21,0
NC,2020-08-14,66,2
ND,2020-08-14,6,0
NE,2020-08-14,10,2
NH,2020-08-14,2,1
NJ,2020-08-14,28,0
NM,2020-08-14,11,0
NV,2020-08-14,63,1
NY,2020-08-14,73,2
OH,2020-08-14,123,1
OK,2020-08-14,59,2
OR,2020-08-14,8,0
PA,2020-08-14,63,1
